"LoanNr_ChkDgt","MIS_Status","GrAppv","Term","NoEmp","DisbursementGross","ChgOffPrinGr","Loan_Status"
8663403009,"P I F                                                                                               ",1000000.00,240,101,1000000.00,0.00,"Declined"
8663404005,"CHGOFF                                                                                              ",5000.00,41,1,5000.00,3372.00,"Declined"
8663413001,"P I F                                                                                               ",50000.00,118,5,50000.00,0.00,"Declined"
8663414008,"P I F                                                                                               ",5000.00,90,1,5000.00,0.00,"Declined"
8663423004,"P I F                                                                                               ",666000.00,240,15,666000.00,0.00,"Declined"
8663434003,"CHGOFF                                                                                              ",20000.00,6,1,47957.00,1903.00,"Declined"
8663443010,"P I F                                                                                               ",125000.00,120,4,125000.00,0.00,"Declined"
8663453002,"P I F                                                                                               ",140000.00,180,7,140000.00,0.00,"Declined"
8663454009,"CHGOFF                                                                                              ",285000.00,83,1,285000.00,245775.00,"Declined"
8663473008,"P I F                                                                                               ",137000.00,240,4,137000.00,0.00,"Declined"
8663474004,"P I F                                                                                               ",40000.00,60,10,108487.00,0.00,"Declined"
8663483000,"P I F                                                                                               ",70000.00,36,9,70000.00,0.00,"Approved"
8663484007,"P I F                                                                                               ",130000.00,300,2,130000.00,0.00,"Declined"
8663493003,"P I F                                                                                               ",100000.00,120,4,100000.00,0.00,"Declined"
8663523010,"P I F                                                                                               ",165000.00,240,50,165000.00,0.00,"Declined"
8663563000,"P I F                                                                                               ",75000.00,72,25,63235.00,0.00,"Approved"
8663573003,"P I F                                                                                               ",57700.00,60,2,57700.00,0.00,"Approved"
8663583006,"P I F                                                                                               ",105000.00,240,7,105000.00,0.00,"Declined"
8663594005,"P I F                                                                                               ",110000.00,6,42,110000.00,0.00,"Approved"
8663603010,"P I F                                                                                               ",350000.00,251,2,350000.00,0.00,"Declined"
8663613002,"P I F                                                                                               ",584000.00,240,49,584000.00,0.00,"Declined"
8663624001,"P I F                                                                                               ",578000.00,240,30,578000.00,0.00,"Declined"
8663643000,"P I F                                                                                               ",246000.00,240,1,246000.00,0.00,"Declined"
8663644007,"P I F                                                                                               ",55000.00,72,1,55000.00,0.00,"Approved"
8663654010,"P I F                                                                                               ",96500.00,12,43,96500.00,0.00,"Approved"
8663693004,"P I F                                                                                               ",150000.00,85,3,150000.00,0.00,"Declined"
8663704001,"CHGOFF                                                                                              ",484000.00,76,25,484000.00,409357.00,"Declined"
8663713008,"P I F                                                                                               ",200000.00,84,2,200000.00,0.00,"Approved"
8663723000,"P I F                                                                                               ",100000.00,84,2,100000.00,0.00,"Approved"
8663733003,"CHGOFF                                                                                              ",100000.00,33,3,100000.00,92947.00,"Declined"
8663743006,"P I F                                                                                               ",472000.00,180,5,405000.00,0.00,"Declined"
8663753009,"P I F                                                                                               ",68000.00,240,3,68000.00,0.00,"Declined"
8663754005,"P I F                                                                                               ",10000.00,84,2,15000.00,0.00,"Declined"
8663763001,"P I F                                                                                               ",30000.00,120,2,30000.00,0.00,"Declined"
8663764008,"P I F                                                                                               ",30000.00,12,11,40000.00,0.00,"Declined"
8663773004,"P I F                                                                                               ",15000.00,36,1,15000.00,0.00,"Declined"
8663774000,"P I F                                                                                               ",100000.00,120,3,100000.00,0.00,"Declined"
8663784003,"P I F                                                                                               ",59600.00,84,2,59600.00,0.00,"Approved"
8663813003,"P I F                                                                                               ",231000.00,240,16,231000.00,0.00,"Declined"
8663823006,"P I F                                                                                               ",30000.00,84,4,30000.00,0.00,"Declined"
8663834005,"P I F                                                                                               ",10000.00,84,2,10000.00,0.00,"Declined"
8663844008,"P I F                                                                                               ",5000.00,84,1,5000.00,0.00,"Declined"
8663884009,"P I F                                                                                               ",139000.00,240,8,139000.00,0.00,"Declined"
8663903006,"P I F                                                                                               ",75000.00,84,4,75000.00,0.00,"Approved"
8663953010,"P I F                                                                                               ",100000.00,85,10,100000.00,0.00,"Declined"
8663964009,"P I F                                                                                               ",25000.00,24,2,29300.00,0.00,"Declined"
8663973005,"P I F                                                                                               ",114000.00,240,3,114000.00,0.00,"Declined"
8663974001,"P I F                                                                                               ",5000.00,52,4,5000.00,3967.00,"Declined"
8663984004,"P I F                                                                                               ",275000.00,84,40,275000.00,0.00,"Approved"
8663993000,"P I F                                                                                               ",74700.00,63,2,74700.00,0.00,"Approved"
8663994007,"P I F                                                                                               ",5000.00,84,3,5000.00,0.00,"Declined"
8664004005,"P I F                                                                                               ",5000.00,84,2,5000.00,0.00,"Declined"
8664024000,"P I F                                                                                               ",249200.00,183,2,249200.00,0.00,"Declined"
8664053002,"P I F                                                                                               ",75000.00,120,4,75000.00,0.00,"Declined"
8664054009,"P I F                                                                                               ",25000.00,12,2,26500.00,0.00,"Declined"
8664064001,"P I F                                                                                               ",50000.00,81,11,112532.00,0.00,"Approved"
8664073008,"P I F                                                                                               ",80000.00,240,1,80000.00,0.00,"Declined"
8664074004,"P I F                                                                                               ",50000.00,60,3,50000.00,0.00,"Approved"
8664083000,"P I F                                                                                               ",95000.00,120,1,95000.00,0.00,"Declined"
8664093003,"P I F                                                                                               ",101500.00,300,18,101500.00,0.00,"Declined"
8664094010,"P I F                                                                                               ",25000.00,84,5,25000.00,0.00,"Declined"
8664153008,"P I F                                                                                               ",210000.00,60,8,210000.00,0.00,"Approved"
8664163000,"P I F                                                                                               ",53000.00,120,7,53000.00,0.00,"Declined"
8664174010,"P I F                                                                                               ",500000.00,84,2,500000.00,0.00,"Approved"
8664183006,"P I F                                                                                               ",50000.00,84,2,50000.00,0.00,"Approved"
8664194005,"P I F                                                                                               ",434000.00,120,1,434000.00,0.00,"Approved"
8664203010,"P I F                                                                                               ",100000.00,60,5,80000.00,0.00,"Approved"
8664213002,"P I F                                                                                               ",236000.00,12,5,163582.00,0.00,"Approved"
8664223005,"P I F                                                                                               ",425000.00,120,15,425000.00,0.00,"Approved"
8664233008,"P I F                                                                                               ",1000000.00,240,100,1000000.00,0.00,"Declined"
8664253003,"P I F                                                                                               ",50000.00,120,12,50000.00,0.00,"Declined"
8664273009,"P I F                                                                                               ",500000.00,300,6,500000.00,0.00,"Declined"
8664283001,"P I F                                                                                               ",165000.00,300,5,165000.00,0.00,"Declined"
8664294000,"P I F                                                                                               ",90000.00,84,14,90000.00,0.00,"Approved"
8664303005,"P I F                                                                                               ",500000.00,276,15,500000.00,0.00,"Declined"
8664313008,"P I F                                                                                               ",620000.00,240,20,620000.00,0.00,"Declined"
8664333003,"P I F                                                                                               ",110000.00,84,18,110000.00,0.00,"Approved"
8664353009,"P I F                                                                                               ",101000.00,300,12,101000.00,0.00,"Declined"
8664373004,"P I F                                                                                               ",45000.00,84,5,45000.00,0.00,"Declined"
8664383007,"P I F                                                                                               ",250000.00,120,8,250000.00,0.00,"Approved"
8664393010,"P I F                                                                                               ",88800.00,84,3,88800.00,0.00,"Approved"
8664403000,"P I F                                                                                               ",1000000.00,36,50,1000000.00,0.00,"Declined"
8664413003,"P I F                                                                                               ",45000.00,180,2,45000.00,0.00,"Declined"
8664503006,"P I F                                                                                               ",100000.00,180,4,100000.00,0.00,"Declined"
8664534000,"P I F                                                                                               ",1744000.00,240,28,1406000.00,0.00,"Declined"
8664543007,"P I F                                                                                               ",150000.00,180,40,150000.00,0.00,"Declined"
8664554006,"P I F                                                                                               ",1192000.00,240,1,1192000.00,0.00,"Declined"
8664563002,"P I F                                                                                               ",200000.00,84,15,200000.00,0.00,"Approved"
8664564009,"P I F                                                                                               ",308000.00,120,1,308000.00,0.00,"Approved"
8664573005,"P I F                                                                                               ",20000.00,60,4,20000.00,0.00,"Declined"
8664583008,"P I F                                                                                               ",90000.00,300,7,90000.00,0.00,"Declined"
8664584004,"P I F                                                                                               ",255000.00,240,20,255000.00,0.00,"Declined"
8664593000,"CHGOFF                                                                                              ",190000.00,59,18,190000.00,71735.00,"Declined"
8664603001,"P I F                                                                                               ",97000.00,120,4,97000.00,0.00,"Declined"
8664613004,"P I F                                                                                               ",491000.00,300,4,491000.00,0.00,"Declined"
8664633010,"P I F                                                                                               ",173000.00,300,8,173000.00,0.00,"Declined"
8664643002,"P I F                                                                                               ",194000.00,300,5,194000.00,0.00,"Declined"
8664653005,"P I F                                                                                               ",450000.00,240,2,450000.00,0.00,"Declined"
8664663008,"P I F                                                                                               ",250000.00,180,25,250000.00,0.00,"Declined"
8664673000,"P I F                                                                                               ",100000.00,120,30,100000.00,0.00,"Declined"
8664683003,"P I F                                                                                               ",135000.00,90,6,135000.00,0.00,"Declined"
8664693006,"P I F                                                                                               ",280000.00,300,300,280000.00,0.00,"Declined"
8664713010,"P I F                                                                                               ",259200.00,300,22,259200.00,0.00,"Declined"
8664723002,"P I F                                                                                               ",240000.00,300,7,240000.00,0.00,"Declined"
8664733005,"P I F                                                                                               ",264000.00,180,8,264000.00,0.00,"Declined"
8664743008,"P I F                                                                                               ",500000.00,252,11,500000.00,0.00,"Declined"
8664763003,"P I F                                                                                               ",75000.00,84,5,75000.00,0.00,"Approved"
8664773006,"P I F                                                                                               ",50000.00,60,3,50000.00,0.00,"Approved"
8664783009,"P I F                                                                                               ",440000.00,240,15,440000.00,0.00,"Declined"
8664793001,"P I F                                                                                               ",8250.00,60,5,8250.00,0.00,"Declined"
8664803002,"P I F                                                                                               ",95000.00,185,5,95000.00,0.00,"Declined"
8664804009,"P I F                                                                                               ",678000.00,240,8,619000.00,0.00,"Declined"
8664813005,"P I F                                                                                               ",72900.00,84,5,72900.00,0.00,"Approved"
8664823008,"P I F                                                                                               ",25000.00,60,1,25000.00,0.00,"Declined"
8664833000,"P I F                                                                                               ",34500.00,36,4,34500.00,0.00,"Declined"
8664863009,"P I F                                                                                               ",100000.00,120,50,100000.00,0.00,"Declined"
8664874008,"P I F                                                                                               ",1578000.00,240,20,1578000.00,0.00,"Declined"
8664884000,"P I F                                                                                               ",416000.00,240,20,348000.00,0.00,"Declined"
8664893007,"P I F                                                                                               ",85000.00,120,4,85000.00,0.00,"Declined"
8664894003,"P I F                                                                                               ",597000.00,240,12,597000.00,0.00,"Declined"
8664903008,"P I F                                                                                               ",26000.00,60,2,26000.00,0.00,"Declined"
8664904004,"P I F                                                                                               ",394000.00,240,3,394000.00,0.00,"Declined"
8664913000,"P I F                                                                                               ",115000.00,120,4,115000.00,0.00,"Declined"
8664923003,"P I F                                                                                               ",100000.00,120,2,100000.00,0.00,"Declined"
8664924010,"P I F                                                                                               ",375000.00,240,1,375000.00,0.00,"Declined"
8664933006,"P I F                                                                                               ",88000.00,180,1,88000.00,0.00,"Declined"
8664934002,"P I F                                                                                               ",762000.00,300,14,762000.00,0.00,"Declined"
8664953001,"P I F                                                                                               ",20000.00,84,10,20000.00,0.00,"Declined"
8664973007,"P I F                                                                                               ",155000.00,240,22,155000.00,0.00,"Declined"
8664984006,"P I F                                                                                               ",550000.00,90,35,550000.00,0.00,"Declined"
8664994009,"CHGOFF                                                                                              ",75000.00,49,2,75000.00,39830.00,"Declined"
8665003000,"P I F                                                                                               ",100000.00,120,5,100000.00,0.00,"Declined"
8665004007,"P I F                                                                                               ",90000.00,60,4,90000.00,0.00,"Approved"
8665013003,"P I F                                                                                               ",28000.00,36,4,28000.00,0.00,"Declined"
8665014010,"P I F                                                                                               ",90000.00,180,3,90000.00,0.00,"Declined"
8665023006,"P I F                                                                                               ",20000.00,60,4,20000.00,0.00,"Declined"
8665024002,"P I F                                                                                               ",48000.00,60,17,48000.00,0.00,"Declined"
8665034005,"P I F                                                                                               ",27000.00,36,8,27000.00,0.00,"Declined"
8665043001,"P I F                                                                                               ",15000.00,60,10,15000.00,0.00,"Declined"
8665044008,"P I F                                                                                               ",102500.00,2,2,102500.00,11251.00,"Declined"
8665063007,"P I F                                                                                               ",85000.00,240,10,85000.00,0.00,"Declined"
8665084009,"P I F                                                                                               ",110000.00,84,1,110000.00,0.00,"Approved"
8665113009,"P I F                                                                                               ",21200.00,60,1,21200.00,0.00,"Declined"
8665123001,"P I F                                                                                               ",98000.00,240,13,98000.00,0.00,"Declined"
8665134000,"CHGOFF                                                                                              ",583000.00,74,15,583000.00,530385.00,"Declined"
8665143007,"P I F                                                                                               ",88000.00,84,6,88000.00,0.00,"Approved"
8665144003,"P I F                                                                                               ",65000.00,84,4,65000.00,0.00,"Approved"
8665163002,"P I F                                                                                               ",300000.00,60,1,300000.00,0.00,"Approved"
8665164009,"P I F                                                                                               ",149300.00,147,12,149300.00,0.00,"Declined"
8665173005,"P I F                                                                                               ",100000.00,60,6,100000.00,0.00,"Approved"
8665203001,"P I F                                                                                               ",399775.00,300,4,399775.00,0.00,"Declined"
8665204008,"P I F                                                                                               ",75000.00,60,8,75000.00,0.00,"Approved"
8665213004,"P I F                                                                                               ",98000.00,180,10,98000.00,0.00,"Declined"
8665214000,"P I F                                                                                               ",10000.00,84,2,10000.00,0.00,"Declined"
8665223007,"P I F                                                                                               ",100000.00,120,3,100000.00,0.00,"Declined"
8665224003,"CHGOFF                                                                                              ",5000.00,14,1,5000.00,1715.00,"Declined"
8665233010,"P I F                                                                                               ",95000.00,180,2,95000.00,0.00,"Declined"
8665234006,"P I F                                                                                               ",252000.00,300,1,252000.00,0.00,"Declined"
8665243002,"P I F                                                                                               ",60000.00,56,3,60000.00,0.00,"Approved"
8665244009,"P I F                                                                                               ",10000.00,84,2,10000.00,0.00,"Declined"
8665254001,"P I F                                                                                               ",10000.00,51,2,10000.00,8204.00,"Declined"
8665263008,"P I F                                                                                               ",50000.00,84,8,50000.00,0.00,"Approved"
8665264004,"P I F                                                                                               ",5000.00,84,1,5000.00,0.00,"Declined"
8665283003,"P I F                                                                                               ",30000.00,60,9,30000.00,0.00,"Declined"
8665284010,"P I F                                                                                               ",231300.00,60,2,231300.00,0.00,"Approved"
8665314006,"P I F                                                                                               ",134700.00,108,2,134700.00,0.00,"Declined"
8665324009,"P I F                                                                                               ",25000.00,114,3,65897.00,0.00,"Declined"
8665334001,"CHGOFF                                                                                              ",25000.00,6,7,25000.00,9430.00,"Declined"
8665343008,"P I F                                                                                               ",10000.00,80,2,10000.00,0.00,"Declined"
8665353000,"P I F                                                                                               ",75000.00,120,5,75000.00,0.00,"Declined"
8665354007,"P I F                                                                                               ",100000.00,13,1,100550.00,0.00,"Approved"
8665373006,"P I F                                                                                               ",20600.00,84,2,20600.00,0.00,"Declined"
8665374002,"P I F                                                                                               ",480000.00,99,4,480000.00,0.00,"Approved"
8665383009,"P I F                                                                                               ",80000.00,60,5,80000.00,0.00,"Approved"
8665384005,"P I F                                                                                               ",120000.00,92,2,120000.00,0.00,"Declined"
8665393001,"P I F                                                                                               ",100000.00,84,8,100000.00,0.00,"Approved"
8665394008,"P I F                                                                                               ",10000.00,84,2,10000.00,0.00,"Declined"
8665403002,"P I F                                                                                               ",150000.00,84,3,150000.00,0.00,"Approved"
8665413005,"P I F                                                                                               ",64000.00,120,2,64000.00,0.00,"Declined"
8665414001,"P I F                                                                                               ",15000.00,84,2,33068.00,0.00,"Declined"
8665424004,"P I F                                                                                               ",132100.00,144,6,132100.00,0.00,"Declined"
8665433000,"P I F                                                                                               ",100000.00,84,10,100000.00,0.00,"Approved"
8665434007,"P I F                                                                                               ",10000.00,71,2,10000.00,0.00,"Declined"
8665444010,"P I F                                                                                               ",150000.00,180,12,150000.00,0.00,"Declined"
8665453006,"P I F                                                                                               ",50000.00,60,1,50000.00,0.00,"Approved"
8665454002,"P I F                                                                                               ",62000.00,174,2,62000.00,0.00,"Declined"
8665464005,"P I F                                                                                               ",144000.00,90,7,144000.00,0.00,"Declined"
8665474008,"P I F                                                                                               ",25000.00,24,4,26000.00,0.00,"Declined"
8665484000,"P I F                                                                                               ",150000.00,87,4,150000.00,0.00,"Declined"
8665493007,"P I F                                                                                               ",100000.00,84,4,100000.00,0.00,"Approved"
8665494003,"CHGOFF                                                                                              ",100000.00,20,3,145961.00,91923.00,"Declined"
8665504004,"P I F                                                                                               ",133039.00,84,1,133039.00,0.00,"Approved"
8665513000,"P I F                                                                                               ",195000.00,60,51,195000.00,0.00,"Approved"
8665514007,"P I F                                                                                               ",79900.00,66,10,79900.00,0.00,"Approved"
8665523003,"P I F                                                                                               ",50000.00,84,3,50000.00,0.00,"Approved"
8665524010,"P I F                                                                                               ",25000.00,84,1,25000.00,0.00,"Declined"
8665533006,"P I F                                                                                               ",550000.00,240,14,550000.00,0.00,"Declined"
8665544005,"P I F                                                                                               ",50000.00,60,2,50000.00,0.00,"Approved"
8665553001,"P I F                                                                                               ",40000.00,120,11,40000.00,0.00,"Declined"
8665563004,"P I F                                                                                               ",45000.00,60,2,45000.00,0.00,"Declined"
8665573007,"P I F                                                                                               ",170000.00,180,50,170000.00,0.00,"Declined"
8665574003,"P I F                                                                                               ",105000.00,84,3,105000.00,0.00,"Approved"
8665593002,"P I F                                                                                               ",142000.00,300,5,142000.00,0.00,"Declined"
8665594009,"P I F                                                                                               ",50000.00,84,2,50000.00,0.00,"Approved"
8665604010,"P I F                                                                                               ",100000.00,84,10,100000.00,0.00,"Approved"
8665623009,"P I F                                                                                               ",310000.00,180,5,310000.00,0.00,"Declined"
8665643004,"P I F                                                                                               ",50000.00,240,8,50000.00,0.00,"Declined"
8665663010,"P I F                                                                                               ",370000.00,300,75,370000.00,0.00,"Declined"
8665664006,"P I F                                                                                               ",116000.00,60,1,116000.00,0.00,"Approved"
8665673002,"P I F                                                                                               ",50000.00,84,5,50000.00,0.00,"Approved"
8665683005,"P I F                                                                                               ",431000.00,218,2,431000.00,0.00,"Declined"
8665693008,"P I F                                                                                               ",54000.00,120,7,54000.00,0.00,"Declined"
8665703009,"P I F                                                                                               ",10000.00,42,1,10000.00,0.00,"Declined"
8665704005,"P I F                                                                                               ",150000.00,126,30,150000.00,0.00,"Declined"
8665723004,"P I F                                                                                               ",50000.00,60,61,50000.00,0.00,"Approved"
8665724000,"P I F                                                                                               ",1260000.00,228,4,1260000.00,0.00,"Declined"
8665743010,"P I F                                                                                               ",314000.00,240,24,314000.00,0.00,"Declined"
8665744006,"P I F                                                                                               ",100000.00,36,2,100000.00,0.00,"Approved"
8665754009,"P I F                                                                                               ",150000.00,84,4,150000.00,0.00,"Approved"
8665763005,"P I F                                                                                               ",50000.00,180,4,50000.00,0.00,"Declined"
8665774004,"P I F                                                                                               ",50000.00,60,2,76814.00,0.00,"Approved"
8665784007,"P I F                                                                                               ",1335000.00,300,14,1335000.00,0.00,"Declined"
8665793003,"P I F                                                                                               ",335000.00,240,12,335000.00,0.00,"Declined"
8665794010,"P I F                                                                                               ",650000.00,12,79,650000.00,0.00,"Declined"
8665804000,"P I F                                                                                               ",50000.00,84,10,50000.00,0.00,"Approved"
8665813007,"P I F                                                                                               ",20000.00,60,1,20000.00,0.00,"Declined"
8665814003,"P I F                                                                                               ",85600.00,84,1,85600.00,0.00,"Approved"
8665834009,"P I F                                                                                               ",25000.00,12,1,25000.00,0.00,"Declined"
8665843005,"P I F                                                                                               ",150000.00,11,26,150000.00,0.00,"Approved"
8665844001,"P I F                                                                                               ",200000.00,33,7,450000.00,0.00,"Declined"
8665854004,"P I F                                                                                               ",163000.00,108,2,163000.00,0.00,"Declined"
8665863000,"P I F                                                                                               ",447000.00,120,257,447000.00,0.00,"Declined"
8665873003,"P I F                                                                                               ",536000.00,300,17,353417.00,0.00,"Declined"
8665884002,"CHGOFF                                                                                              ",75000.00,20,4,111025.00,70408.00,"Declined"
8665893009,"P I F                                                                                               ",84000.00,91,2,80992.00,0.00,"Declined"
8665894005,"P I F                                                                                               ",690800.00,300,7,690800.00,0.00,"Declined"
8665913002,"P I F                                                                                               ",200000.00,80,38,200000.00,0.00,"Approved"
8665914009,"P I F                                                                                               ",185600.00,96,7,185600.00,0.00,"Declined"
8665923005,"P I F                                                                                               ",45000.00,120,6,40000.00,0.00,"Declined"
8665924001,"CHGOFF                                                                                              ",30000.00,31,2,54831.00,29829.00,"Declined"
8665934004,"P I F                                                                                               ",30000.00,72,1,74571.00,0.00,"Declined"
8665944007,"CHGOFF                                                                                              ",50000.00,22,4,55487.00,8187.00,"Approved"
8665953003,"P I F                                                                                               ",55000.00,66,2,55000.00,0.00,"Approved"
8665954010,"P I F                                                                                               ",15000.00,84,1,15000.00,0.00,"Declined"
8665963006,"P I F                                                                                               ",274000.00,240,4,274000.00,0.00,"Declined"
8665964002,"CHGOFF                                                                                              ",75000.00,22,2,142556.00,74272.00,"Declined"
8665973009,"P I F                                                                                               ",369000.00,240,6,369000.00,0.00,"Declined"
8665974005,"CHGOFF                                                                                              ",425000.00,36,10,425000.00,283002.00,"Declined"
8665983001,"P I F                                                                                               ",35000.00,72,8,26105.00,0.00,"Declined"
8665984008,"P I F                                                                                               ",70000.00,60,1,70000.00,0.00,"Approved"
8665994000,"CHGOFF                                                                                              ",50000.00,15,3,66787.00,28328.00,"Declined"
8666023008,"P I F                                                                                               ",38000.00,84,4,38000.00,0.00,"Declined"
8666024004,"P I F                                                                                               ",210000.00,84,12,210000.00,0.00,"Approved"
8666043003,"P I F                                                                                               ",25000.00,60,3,25000.00,0.00,"Declined"
8666053006,"P I F                                                                                               ",44811.00,120,14,44811.00,0.00,"Declined"
8666054002,"P I F                                                                                               ",111000.00,240,1,111000.00,0.00,"Declined"
8666063009,"P I F                                                                                               ",187000.00,180,2,187000.00,0.00,"Declined"
8666073001,"P I F                                                                                               ",225500.00,180,4,225500.00,0.00,"Declined"
8666074008,"P I F                                                                                               ",20000.00,84,6,24750.00,0.00,"Declined"
8666083004,"P I F                                                                                               ",280000.00,240,12,230000.00,0.00,"Declined"
8666084000,"P I F                                                                                               ",900000.00,300,1,900000.00,0.00,"Declined"
8666093007,"P I F                                                                                               ",500000.00,132,60,500000.00,0.00,"Declined"
8666094003,"P I F                                                                                               ",100000.00,24,2,154494.00,0.00,"Approved"
8666104004,"P I F                                                                                               ",150000.00,84,6,150000.00,0.00,"Approved"
8666113000,"P I F                                                                                               ",125000.00,84,7,125000.00,0.00,"Approved"
8666114007,"CHGOFF                                                                                              ",25000.00,4,1,25105.00,24890.00,"Declined"
8666133006,"P I F                                                                                               ",160000.00,240,14,160000.00,0.00,"Declined"
8666143009,"P I F                                                                                               ",49900.00,84,3,49900.00,0.00,"Declined"
8666153001,"P I F                                                                                               ",380000.00,240,28,380000.00,0.00,"Declined"
8666163004,"P I F                                                                                               ",286189.00,240,14,286189.00,0.00,"Declined"
8666173007,"P I F                                                                                               ",25000.00,84,1,25000.00,0.00,"Declined"
8666184006,"P I F                                                                                               ",50000.00,84,35,125314.00,0.00,"Approved"
8666203003,"P I F                                                                                               ",150000.00,84,16,150000.00,0.00,"Approved"
8666213006,"P I F                                                                                               ",65000.00,66,1,62120.00,0.00,"Approved"
8666223009,"P I F                                                                                               ",55000.00,84,3,55000.00,0.00,"Approved"
8666233001,"P I F                                                                                               ",574000.00,240,39,574000.00,0.00,"Declined"
8666263010,"P I F                                                                                               ",17000.00,60,2,17000.00,0.00,"Declined"
8666283005,"P I F                                                                                               ",30000.00,84,5,20427.00,0.00,"Declined"
8666293008,"P I F                                                                                               ",175000.00,240,5,175000.00,0.00,"Declined"
8666313001,"P I F                                                                                               ",62000.00,60,4,62000.00,0.00,"Approved"
8666333007,"P I F                                                                                               ",135000.00,228,2,135000.00,0.00,"Declined"
8666354009,"P I F                                                                                               ",45000.00,60,2,45000.00,0.00,"Declined"
8666364001,"P I F                                                                                               ",298000.00,240,1,285000.00,0.00,"Declined"
8666383000,"P I F                                                                                               ",466000.00,240,10,466000.00,0.00,"Declined"
8666403004,"P I F                                                                                               ",58000.00,84,12,58000.00,0.00,"Approved"
8666404000,"P I F                                                                                               ",25000.00,24,3,25000.00,0.00,"Declined"
8666413007,"P I F                                                                                               ",100000.00,84,8,100000.00,0.00,"Approved"
8666414003,"P I F                                                                                               ",25000.00,84,3,25000.00,0.00,"Declined"
8666463000,"P I F                                                                                               ",454000.00,120,50,454000.00,0.00,"Approved"
8666464007,"P I F                                                                                               ",35000.00,120,2,35000.00,0.00,"Declined"
8666494005,"P I F                                                                                               ",25000.00,60,1,25000.00,0.00,"Declined"
8666504006,"P I F                                                                                               ",500000.00,72,15,400000.00,0.00,"Approved"
8666513002,"P I F                                                                                               ",130000.00,240,5,130000.00,0.00,"Declined"
8666523005,"P I F                                                                                               ",30000.00,36,2,30000.00,0.00,"Declined"
8666524001,"P I F                                                                                               ",15000.00,84,1,15000.00,0.00,"Declined"
8666534004,"CHGOFF                                                                                              ",42000.00,38,7,50703.00,31556.00,"Declined"
8666544007,"P I F                                                                                               ",125000.00,78,38,194154.00,0.00,"Approved"
8666553003,"P I F                                                                                               ",262000.00,240,18,262000.00,0.00,"Declined"
8666554010,"P I F                                                                                               ",518000.00,123,4,497851.00,0.00,"Declined"
8666563006,"P I F                                                                                               ",95000.00,84,4,95000.00,0.00,"Approved"
8666564002,"P I F                                                                                               ",150000.00,120,5,150000.00,0.00,"Declined"
8666574005,"P I F                                                                                               ",267000.00,120,5,267000.00,0.00,"Approved"
8666584008,"P I F                                                                                               ",400000.00,27,10,400000.00,0.00,"Approved"
8666593004,"P I F                                                                                               ",33000.00,36,6,33000.00,0.00,"Declined"
8666604001,"P I F                                                                                               ",20000.00,60,18,92817.00,0.00,"Declined"
8666653009,"P I F                                                                                               ",220000.00,288,8,220000.00,0.00,"Declined"
8666664008,"CHGOFF                                                                                              ",130000.00,58,2,130000.00,71442.00,"Declined"
8666673004,"P I F                                                                                               ",350000.00,84,2,350000.00,0.00,"Approved"
8666683007,"P I F                                                                                               ",49900.00,120,5,49900.00,0.00,"Declined"
8666693010,"P I F                                                                                               ",250000.00,300,4,250000.00,0.00,"Declined"
8666703000,"P I F                                                                                               ",20000.00,60,2,20000.00,0.00,"Declined"
8666723006,"P I F                                                                                               ",1000000.00,240,110,954000.00,0.00,"Declined"
8666733009,"P I F                                                                                               ",192494.00,120,5,192494.00,0.00,"Declined"
8666743001,"P I F                                                                                               ",265000.00,120,1,265000.00,0.00,"Approved"
8666753004,"P I F                                                                                               ",204120.00,199,7,204120.00,0.00,"Declined"
8666763007,"P I F                                                                                               ",200000.00,300,1,170000.00,0.00,"Declined"
8666783002,"P I F                                                                                               ",100000.00,66,4,100000.00,0.00,"Approved"
8666793005,"P I F                                                                                               ",80000.00,84,1,80000.00,0.00,"Approved"
8666803006,"P I F                                                                                               ",35000.00,72,2,30643.00,0.00,"Declined"
8666804002,"P I F                                                                                               ",122000.00,120,2,122000.00,0.00,"Declined"
8666813009,"P I F                                                                                               ",150000.00,120,4,150000.00,0.00,"Declined"
8666833004,"P I F                                                                                               ",50000.00,12,15,50000.00,0.00,"Approved"
8666843007,"P I F                                                                                               ",6000.00,48,2,6000.00,0.00,"Declined"
8666853010,"P I F                                                                                               ",50000.00,120,5,45715.00,0.00,"Declined"
8666863002,NULL,3000.00,36,1,3000.00,0.00,"Declined"
8666864009,"P I F                                                                                               ",465000.00,120,16,465000.00,0.00,"Approved"
8666873005,"P I F                                                                                               ",25000.00,65,2,25000.00,0.00,"Declined"
8666874001,"P I F                                                                                               ",350000.00,84,10,488998.00,0.00,"Approved"
8666883008,"P I F                                                                                               ",60000.00,60,3,60000.00,0.00,"Approved"
8666884004,"CHGOFF                                                                                              ",5000.00,73,1,5000.00,4795.00,"Declined"
8666893000,"P I F                                                                                               ",500000.00,60,6,500000.00,0.00,"Approved"
